pl_name,hostname,pl_orbper,pl_rade,pl_bmasse
Kepler-311 d,Kepler-311,232.040326,2.05,4.86
Kepler-1789 b,Kepler-1789,80.23190308,2.831,8.4
Kepler-913 c,Kepler-913,5.93911982,3.858,14.2
Kepler-916 b,Kepler-916,32.2968798,1.76,3.75
TOI-1064 b,TOI-1064,6.443868,2.587,13.5
Kepler-1143 c,Kepler-1143,210.630591,3.6,12.6
Kepler-240 b,Kepler-240,4.144495,1.37,2.45
Kepler-271 c,Kepler-271,7.41086267,0.95,0.809
Kepler-238 b,Kepler-238,2.090876,1.73,3.64
Kepler-226 b,Kepler-226,3.940997,1.55,24.0
Kepler-107 d,Kepler-107,7.95839,0.86,7.7
Kepler-1646 b,Kepler-1646,4.48558383,1.23,2.04
Kepler-357 c,Kepler-357,16.85837,2.67,7.61
Kepler-373 c,Kepler-373,16.725948,1.24,2.07
Kepler-1383 b,Kepler-1383,13.9093583,1.41,2.57
Kepler-531 b,Kepler-531,29.88485741,2.78,8.15
Kepler-374 b,Kepler-374,1.897806,1.03,1.08
Kepler-157 d,Kepler-157,7.02573474,1.46,2.73
Kepler-191 b,Kepler-191,9.939632,1.34,2.36
Kepler-215 e,Kepler-215,68.16101,1.75,3.71
Kepler-62 f,Kepler-62,267.291,1.41,35.0
Kepler-1558 b,Kepler-1558,3.50470358,0.68,0.244
Kepler-802 b,Kepler-802,40.0587473,3.54,12.3
Kepler-342 e,Kepler-342,1.64422461,0.88,0.615
Kepler-1515 b,Kepler-1515,214.3114164,9.55,66.2
Kepler-1499 b,Kepler-1499,44.2008,1.19,1.81
Kepler-343 c,Kepler-343,23.22182,2.02,4.74
Kepler-203 b,Kepler-203,3.162697,2.57,7.13
Kepler-1669 c,Kepler-1669,1.60932005,1.901,4.27
Kepler-379 c,Kepler-379,62.784697,2.29,5.86
Kepler-18 d,Kepler-18,14.85888,6.98,16.4
Kepler-1088 b,Kepler-1088,23.12748644,1.42,2.6
Kepler-373 b,Kepler-373,5.535309,1.36,2.42
Kepler-33 b,Kepler-33,5.66793,1.74,3.68
Kepler-76 b,Kepler-76,1.5449298,15.244,638.8383
Kepler-58 b,Kepler-58,10.2184954,2.78,35.5
Kepler-421 b,Kepler-421,704.1984,4.16,16.1
Kepler-183 b,Kepler-183,5.687945,2.06,4.9
Kepler-411 e,Kepler-411,31.509728,3.28,10.8
Kepler-464 b,Kepler-464,7.25696522,3.3,10.9
Kepler-1141 b,Kepler-1141,2.34451194,0.82,0.477
Kepler-1156 b,Kepler-1156,11.89520511,1.32,2.3
Kepler-103 c,Kepler-103,179.60978,5.45,38.0
Kepler-366 b,Kepler-366,3.281959,1.46,2.73
Kepler-104 d,Kepler-104,51.755394,3.58,5.54022
Kepler-1053 b,Kepler-1053,2.41435165,0.98,0.904
KIC 5479689 b,KIC 5479689,1.701531,14.2,158.9142
eps Eri b,eps Eri,2671.0,14.1,209.76675
Kepler-1920 b,Kepler-1920,30.2541008,2.954,9.03
Kepler-1925 b,Kepler-1925,46.71640015,3.002,9.28
KOI-1833 d,Kepler-968,7.685,2.58,11.02
Kepler-1489 b,Kepler-1489,82.294751,1.77,3.78
Kepler-84 f,Kepler-84,44.552169,2.2,5.48
Kepler-843 b,Kepler-843,2.05387982,2.59,7.22
Kepler-847 b,Kepler-847,2.34323189,1.18,1.76
Kepler-19 c,Kepler-19,28.731,3.68,13.1
Kepler-80 g,Kepler-80,14.64558,1.13,0.065
Kepler-269 b,Kepler-269,5.326718,2.47,6.66
Kepler-197 b,Kepler-197,5.599308,1.02,1.04
Kepler-805 b,Kepler-805,30.8638931,2.89,8.7
Kepler-85 e,Kepler-85,25.216751,1.27,0.6
Kepler-272 b,Kepler-272,2.971353,1.43,78.0
Kepler-394 c,Kepler-394,12.130686,1.66,3.39
Kepler-1830 b,Kepler-1830,56.49330139,3.33,11.1
Kepler-304 e,Kepler-304,1.49914695,1.2,1.87
Kepler-582 b,Kepler-582,18.49235668,3.68,13.1
Kepler-697 b,Kepler-697,3.70987065,4.13,16.0
Kepler-1073 c,Kepler-1073,4.02582254,1.64,3.33
Kepler-1641 b,Kepler-1641,19.672266,3.11,9.85
Kepler-609 b,Kepler-609,6.52121067,3.35,11.2
Kepler-611 b,Kepler-611,2.4370333,1.65,3.36
Kepler-732 b,Kepler-732,9.46781405,2.18,5.39
Kepler-252 c,Kepler-252,10.848463,2.15,5.27
Kepler-1775 b,Kepler-1775,85.65399933,3.648,12.9
Kepler-1017 b,Kepler-1017,7.23400469,1.99,4.62
Kepler-961 b,Kepler-961,16.87727414,2.55,7.04
Kepler-975 b,Kepler-975,1.97034246,1.48,2.79
Kepler-985 b,Kepler-985,116.331901,2.98,9.17
Kepler-385 b,Kepler-385,10.043686,2.73,12.8
Kepler-314 b,Kepler-314,2.461069,0.83,0.498
Kepler-384 c,Kepler-384,45.348269,1.13,1.51
KOI-1831 d,Kepler-324,34.169,1.13,2.23
Kepler-324 e,Kepler-324,13.97939968,2.039,4.81
Kepler-1576 b,Kepler-1576,6.98471973,1.04,1.12
Kepler-1719 b,Kepler-1719,6.14955998,3.95,14.8
Kepler-1993 b,Kepler-1993,26.6565737,4.15,16.1
Kepler-1593 b,Kepler-1593,174.509835,3.17,10.2
Kepler-1955 b,Kepler-1955,14.26519966,1.167,1.69
Kepler-989 b,Kepler-989,7.96431535,2.21,5.52
Kepler-1700 b,Kepler-1700,234.239,2.901,8.76
Kepler-161 b,Kepler-161,4.921355,2.12,12.1
Kepler-362 b,Kepler-362,10.327186,0.88,0.615
Kepler-435 b,Kepler-435,8.6001536,22.31,266.97
Kepler-248 c,Kepler-248,16.239494,4.07,15.6
Kepler-1804 b,Kepler-1804,12.28849983,1.596,3.18
Kepler-1806 b,Kepler-1806,9.03332043,2.356,6.15
Kepler-934 b,Kepler-934,55.6738309,2.09,5.02
Kepler-933 b,Kepler-933,14.20443009,2.46,6.62
Kepler-804 c,Kepler-804,9.65185017,1.14,1.55
Kepler-1193 b,Kepler-1193,2.83265213,1.32,2.3
Kepler-1256 b,Kepler-1256,12.4127754,1.49,2.83
Kepler-102 b,Kepler-102,5.286965,0.46,1.1
Kepler-1373 b,Kepler-1373,1.29123275,1.16,1.65
Kepler-402 b,Kepler-402,4.028751,1.22,1.98
Kepler-209 c,Kepler-209,41.749882,3.1,9.8
Kepler-1898 b,Kepler-1898,4.76562023,0.934,0.76
Kepler-334 b,Kepler-334,5.470319,1.12,1.46
Kepler-1571 b,Kepler-1571,3.38555488,1.52,2.92
Kepler-475 b,Kepler-475,3.10550819,2.49,6.76
Kepler-1052 c,Kepler-1052,180.921729,2.3,5.9
Kepler-253 c,Kepler-253,10.281951,2.65,7.51
Kepler-605 b,Kepler-605,3.38353807,1.44,2.67
Kepler-585 b,Kepler-585,2.75235975,2.83,8.4
GJ 3138 c,GJ 3138,5.974,1.88,4.18
GJ 4276 b,GJ 4276,13.352,4.22,16.57
GJ 414 A b,GJ 414 A,50.8,2.63,7.6
CoRoT-24 b,CoRoT-24,5.1134,3.7,5.7
TOI-444 b,TOI-444,17.9636,2.77,8.1
TOI-244 b,TOI-244,7.397225,1.52,2.68
KMT-2021-BLG-1150L b,KMT-2021-BLG-1150L,,13.9,279.689
GU Psc b,GU Psc,,14.179,3591.3
Kepler-617 b,Kepler-617,1.68269615,1.32,2.3
Kepler-342 d,Kepler-342,39.459357,2.49,6.76
Kepler-1391 b,Kepler-1391,54.4092333,1.68,3.46
Kepler-154 c,Kepler-154,62.303276,2.95,9.01
Kepler-307 c,Kepler-307,13.0729,2.2,3.64
Kepler-9 b,Kepler-9,19.23891,8.29,43.4
Kepler-568 b,Kepler-568,11.02347475,2.26,5.73
Kepler-735 b,Kepler-735,11.51516988,2.95,9.01
Kepler-410 A b,Kepler-410 A,17.833648,2.838,8.44
Kepler-10 b,Kepler-10,0.8374907,1.47,3.26
Kepler-1605 b,Kepler-1605,85.7565495,1.08,1.28
KOI-94 c,KOI-94,10.423648,4.32,15.6
Kepler-1617 b,Kepler-1617,27.4785572,1.2,1.87
Kepler-631 b,Kepler-631,17.97979059,2.9,8.75
Kepler-538 b,Kepler-538,81.73778,2.215,12.9
Kepler-573 b,Kepler-573,22.18329658,2.79,8.2
Kepler-150 d,Kepler-150,12.56093,2.79,8.2
Kepler-656 b,Kepler-656,1.26025909,3.12,9.91
Kepler-1713 b,Kepler-1713,18.01160049,1.717,3.59
Kepler-791 b,Kepler-791,14.5539759,3.05,9.53
Kepler-867 b,Kepler-867,150.242127,4.64,19.4
Kepler-869 b,Kepler-869,40.4287755,3.61,12.7
Kepler-87 b,Kepler-87,114.73635,13.49,324.2
Kepler-87 c,Kepler-87,191.2318,6.14,6.4
Kepler-870 b,Kepler-870,21.3587621,2.78,8.15
TOI-1853 b,TOI-1853,1.2436258,3.46,73.2
TOI-199 b,TOI-199,104.854,9.079,54.03083
HD 21749 c,GJ 143,7.78993,0.892,3.7
GJ 367 c,GJ 367,11.5301,1.86,4.13
WASP-184 b,WASP-184,5.1817,14.908,181.1631
Kepler-564 b,Kepler-564,3.75083228,4.63,19.4
Kepler-31 d,Kepler-31,87.6451,3.9,2161.244
Kepler-958 b,Kepler-958,9.7678805,2.06,4.9
Kepler-339 b,Kepler-339,4.977656,1.42,2.6
Kepler-178 c,Kepler-178,20.552802,2.88,8.65
Kepler-1050 b,Kepler-1050,15.3787546,1.6,3.19
Kepler-239 c,Kepler-239,56.228098,2.51,6.85
Kepler-272 d,Kepler-272,10.937304,2.25,5.69
Kepler-1130 c,Kepler-1130,3.26663995,0.792,0.422
Kepler-123 c,Kepler-123,26.695074,1.48,2.79
Kepler-376 b,Kepler-376,4.920199,1.07,1.24
Kepler-667 b,Kepler-667,41.43962808,4.73,20.1
Kepler-620 b,Kepler-620,12.91375431,3.32,11.0
TOI-2587 A b,TOI-2587 A,5.45664,12.072,69.28659
HD 23472 f,HD 23472,12.1621839,1.137,0.77
TOI-1437 b,TOI-1437,18.840942,2.24,9.6
TOI-2529 b,TOI-2529,64.5949,11.545,743.71847
KMT-2018-BLG-2602L b,KMT-2018-BLG-2602L,,13.7,365.50267
LP 890-9 b,LP 890-9,2.7299025,1.32,13.2
TOI-1468 c,TOI-1468,15.532482,2.064,6.64
TOI-277 b,TOI-277,3.994,2.65,7.51
Kepler-1542 e,Kepler-1542,5.10115756,0.76,0.363
Kepler-109 b,Kepler-109,6.4816307,2.49,4.9
Kepler-176 c,Kepler-176,12.759712,2.6,23.0
Kepler-215 d,Kepler-215,30.864423,2.39,23.6
KOI-142 b,KOI-142,10.91647,3.438,9.5
Kepler-831 b,Kepler-831,5.62153941,1.27,2.15
Kepler-149 d,Kepler-149,160.018032,3.96,14.9
Kepler-152 c,Kepler-152,88.255055,2.39,6.3
Kepler-803 b,Kepler-803,50.28638192,3.79,13.8
Kepler-153 c,Kepler-153,46.90232,2.53,6.94
Kepler-5 b,Kepler-5,3.5484657,15.984,670.93913
Kepler-1607 b,Kepler-1607,13.6473676,0.92,0.721
Kepler-626 b,Kepler-626,14.48585199,2.29,5.86
Kepler-1613 b,Kepler-1613,1.5184299,2.08,4.98
Kepler-554 b,Kepler-554,1.90220856,4.29,17.0
Kepler-80 c,Kepler-80,9.52355,2.74,6.74
Kepler-260 b,Kepler-260,8.187399,2.01,4.7
Kepler-257 c,Kepler-257,6.581484,5.41,25.2
Kepler-755 b,Kepler-755,1.26909037,1.76,3.75
91 Aqr b,91 Aqr,181.4,13.1,1017.0
CoRoT-9 b,CoRoT-9,95.272656,11.949,266.9772
YZ Cet c,YZ Cet,3.05989,1.05,1.14
HD 6860 b,HD 6860,663.87,11.9,8981.83078
HD 81688 b,HD 81688,183.93,13.5,525.68819
Kepler-205 c,Kepler-205,20.306546,1.64,3.33
Kepler-1776 b,Kepler-1776,35.01190186,2.612,7.33
Kepler-337 c,Kepler-337,9.693201,2.05,4.86
Kepler-347 b,Kepler-347,12.79836,1.97,4.54
Kepler-318 b,Kepler-318,4.662715,4.71,19.9
Kepler-363 d,Kepler-363,11.932125,2.05,4.86
Kepler-1070 b,Kepler-1070,6.2216147,1.73,3.64
Kepler-374 c,Kepler-374,3.282807,1.1,1.37
Kepler-357 d,Kepler-357,49.499875,3.43,11.6
Kepler-1129 b,Kepler-1129,24.3397804,2.96,9.06
Kepler-1093 b,Kepler-1093,25.0824626,1.95,4.46
Kepler-102 c,Kepler-102,7.071392,0.567,1.7
Kepler-106 b,Kepler-106,6.16486,0.82,5.3
Kepler-256 e,Kepler-256,10.681572,2.35,6.12
Kepler-238 f,Kepler-238,50.447,2.0,13.5
Kepler-325 c,Kepler-325,12.762172,2.54,6.99
Kepler-783 b,Kepler-783,4.29264638,0.78,0.399
Kepler-282 b,Kepler-282,9.220524,1.01,1.01
HIP 66074 b,HIP 66074,310.9,12.9,1589.14204
KMT-2019-BLG-0298L b,KMT-2019-BLG-0298L,,13.4,575.26942
HATS-28 b,HATS-28,3.1810781,13.384,213.58176
WASP-53 b,WASP-53,3.3098443,12.038,677.61356
WASP-53 c,WASP-53,2840.0,,5196.5205
TOI-1338 b,TOI-1338 A,95.4001,7.661,11.3
Kepler-1526 b,Kepler-1526,3.908632,2.43,6.48
Kepler-703 b,Kepler-703,4.58352176,8.2,51.1
Kepler-320 c,Kepler-320,17.934937,1.37,2.45
Kepler-27 b,Kepler-27,15.3348,4.0,2895.31
Kepler-1718 b,Kepler-1718,135.1880035,2.569,7.12
Kepler-634 b,Kepler-634,5.16950177,1.89,4.23
Kepler-82 b,Kepler-82,26.44,4.07,12.15
Kepler-1086 c,Kepler-1086,161.5163345,2.94,8.96
Kepler-808 b,Kepler-808,0.63133235,1.46,2.73
GJ 724 b,GJ 724,5.101284,3.27,10.75
47 UMa b,47 UMa,1078.0,13.2,804.08
HD 147379 b,HD 147379,86.58,4.94,21.6
HD 173416 b,HD 173416,322.03,13.4,585.1221
75 Cet c,75 Cet,2051.62,13.9,289.85951
HD 2952 b,HD 2952,312.08,13.9,284.77425
CT Cha b,CT Cha,,24.66,5403.0
BD+48 738 b,BD+48 738,392.6,13.9,289.2253
BD+49 828 b,BD+49 828,2590.0,13.5,508.5
CoRoT-16 b,CoRoT-16,5.35227,13.11,170.032
TOI-216.02,TOI-216,17.16073,8.0,18.75188
DS Tuc A b,DS Tuc A,8.138268,5.7,413.179
GJ 1252 b,GJ 1252,0.5182331,1.193,1.32
TOI-470 b,TOI-470,12.19148,4.34,17.4
TOI-4010 e,TOI-4010,762.0,13.3,692.0
BD-06 1339 c,BD-06 1339,125.94,8.38,53.0
TOI-858 B b,TOI-858 B,3.2797178,14.067,349.61125
TOI-5153 b,TOI-5153,20.33003,11.882,1036.12061
DE CVn b,DE CVn,4098.1,12.4,3823.2733
WASP-163 b,WASP-163,1.6096884,13.473,594.3421
TOI-5218 b,TOI-5218,4.291452,9.86,657.0
TOI-2046 b,TOI-2046,1.4971842,16.141,731.00534
TOI-2136 b,TOI-2136,7.851928,2.19,6.37
TOI-2427 b,TOI-2427,1.3060011,1.8,3.89
HD 178911 B b,HD 178911 B,71.484,12.6,2552.1749
HD 206893 c,HD 206893,2090.0,16.365,4036.42077
OGLE-2017-BLG-1434L b,OGLE-2017-BLG-1434L,,1.94,4.43
GJ 1061 b,GJ 1061,3.204,1.1,1.37
GJ 1061 c,GJ 1061,6.689,1.18,1.74
HD 175607 b,HD 175607,29.01,2.94,8.98
HD 181720 b,HD 181720,956.0,14.0,127.132
HD 192699 b,HD 192699,340.94,13.4,666.17168
HD 20782 b,HD 20782,597.0643,13.6,472.83
HD 219415 b,HD 219415,2093.3,13.8,317.83
HD 34445 d,HD 34445,117.87,6.07,30.7
HD 3651 b,HD 3651,62.25,10.1,72.46524
HD 37124 b,HD 37124,154.378,14.0,214.53525
HD 37124 c,HD 37124,885.5,14.1,207.22516
HD 37124 d,HD 37124,1862.0,14.0,221.20968
HD 216770 b,HD 216770,118.45,14.1,181.1631
HD 38801 b,HD 38801,685.25,12.5,3082.31534
HD 93351 c,HD 93351,14010.2941,12.3,4154.01728
HD 81817 b,HD 81817,1021.20159,12.0,7668.5638
GJ 2030 b,GJ 2030,2.38129,2.03,4.76743
HD 4203 c,HD 4203,6700.0,13.3,689.66
HD 43691 b,HD 43691,36.9987,13.2,810.4665
HD 47186 c,HD 47186,1353.6,13.0,111.42
HD 41004 A b,HD 41004 A,963.0,13.2,807.25
HD 42012 b,HD 42012,857.5,13.5,508.528
HD 13908 c,HD 13908,931.0,12.8,1630.4
HD 50499 c,HD 50499,8619.9,13.2,931.2419
HD 65216 b,HD 65216,577.6,13.6,411.58985
HD 51608 c,HD 51608,95.9446,3.87,14.31
HD 52265 b,HD 52265,119.27,13.7,384.5743
HD 5319 b,HD 5319,637.1,13.5,494.54348
HD 5583 b,HD 5583,139.35,12.8,1837.0574
HD 8326 b,HD 8326,158.991,9.58,66.6
HD 59686 A b,HD 59686 A,299.36,12.7,2199.3836
HD 63454 b,HD 63454,2.81805,12.31,79.4575
HD 50499 b,HD 50499,2447.1,13.5,519.96988
HD 51608 b,HD 51608,14.0726,3.62,12.77
HD 564 b,HD 564,492.3,12.5,104.88
HD 109271 c,HD 109271,30.93,5.27,24.154
HD 114386 b,HD 114386,937.70001,13.7,362.3262
HD 115404 A c,HD 115404 A,15319.22517,12.5,3279.67133
BD+63 1405 b,BD+63 1405,1198.48,12.4,3305.41543
HD 203387 b,HD 203387,512.5352,13.1,1106.04286
HD 12648 b,HD 12648,133.60001,13.4,622.9468
HD 210193 b,HD 210193,649.918,14.3,153.1
HIP 29442 c,HD 42813,3.5379559,1.551,4.5
HD 112570 b,HD 112570,2615.0,13.1,1086.97315
HD 10180 h,HD 10180,2205.0,9.4,64.4
HD 102195 b,HD 102195,4.11377,14.2,130.3103
HD 102329 b,HD 102329,778.09998,12.6,2593.4928
HD 102843 b,HD 102843,3090.942,13.1,113.9
HD 141399 b,HD 141399,94.44,14.3,143.34133
HD 217107 b,HD 217107,7.12682,13.6,413.179
HD 217107 c,HD 217107,4270.0,13.2,826.32
HD 56957 b,HD 56957,5859.08992,12.8,1880.90851
HD 183263 b,HD 183263,624.87404,13.1,1103.1824
HD 12235 b,HD 12235,4.36305,3.23,10.48834
HD 139357 b,HD 139357,1124.79139,12.1,6315.56828
HD 145675 c,14 Her,15732.45889,12.9,1597.08775
HD 103197 b,HD 103197,47.84,5.83,28.6047
HD 103774 b,HD 103774,5.8881,13.3,116.0
HD 108863 b,HD 108863,437.7,13.3,767.24162
HD 147513 b,HD 147513,528.4,13.7,385.0
HD 155358 c,HD 155358,391.9,13.9,261.0
HD 129445 b,HD 129445,1840.0,13.3,797.7493
HD 210702 b,HD 210702,355.5,13.6,481.51004
HD 142022 A b,HD 142022 A,1928.0,12.9,1433.40612
HD 203387 c,HD 203387,2481.07227,12.6,2378.94563
HD 213519 b,HD 213519,11.12214,2.99,9.21702
HD 30669 b,HD 30669,1684.0,14.3,149.37
HD 31527 c,HD 31527,51.2053,3.85,14.16
HD 2638 b,HD 2638,3.4442,14.3,133.4886
HD 27442 b,HD 27442,428.1,13.5,495.8
HATS-38 b,HATS-38,4.375021,6.882,23.51942
HD 63935 b,HD 63935,9.058807,2.916,10.5
TOI-712 c,TOI-712,51.69906,2.701,7.76
HD 114729 b,HD 114729,1121.79,13.9,262.20975
GJ 676 A e,GJ 676 A,35.47358,2.47,6.6744
HIP 8541 b,HIP 8541,1852.14387,12.6,2451.72833
HD 125612 d,HD 125612,2822.72698,12.7,2281.37231
HD 128311 b,HD 128311,453.019,13.5,562.24127
HD 130322 b,HD 130322,10.70871,13.7,365.49
HD 134987 b,HD 134987,258.17999,13.5,511.7063
Kepler-451 c,2MASS J19383260+4603591,1460.0,13.5,511.70374
Kepler-451 d,2MASS J19383260+4603591,43.0,13.5,559.378
HD 156411 b,HD 156411,842.2,14.0,235.18
HD 156846 b,HD 156846,359.51001,12.4,3391.2461
HD 159243 b,HD 159243,12.62,13.7,359.13
HD 200964 b,HD 200964,606.3,13.5,508.21017
HD 168746 b,HD 168746,6.404,11.1,85.8141
HD 1690 b,HD 1690,533.0,12.5,2793.7257
HIP 948 b,HIP 948,24955.45756,12.1,6547.26518
HD 80913 b,HD 80913,10839.83341,12.0,7505.2
HD 153557 d,HD 153557,40654.64809,11.9,8725.66109
HD 199509 b,HD 199509,99.62167,7.43,43.22466
GJ 9827 c,GJ 9827,3.648103,1.13,1.86
KMT-2022-BLG-2286L b,KMT-2022-BLG-2286L,,12.1,6038.73973
HD 28185 b,HD 28185,385.52775,12.8,1855.16441
HD 196885 A b,HD 196885 A,1333.0,13.2,819.97
HD 19994 b,HD 19994,466.2,13.6,435.41
HD 20003 b,HD 20003,11.8482,3.43,11.66
HD 33283 b,HD 33283,18.1991,12.5,104.56607
HD 28185 c,HD 28185,17417.92079,12.1,6241.83209
HD 43197 c,HD 43197,9295.9735,12.6,2500.67391
HD 217786 c,HD 217786,2.52221,2.61,7.31005
OGLE-2017-BLG-1691L b,OGLE-2017-BLG-1691L,,3.92,14.62011
HD 170469 b,HD 170469,1145.0,14.1,209.7678
HD 17092 b,HD 17092,359.89999,12.5,3219.6179
HD 181433 c,HD 181433,962.0,14.1,203.0
HD 207832 b,HD 207832,160.07,14.2,177.9848
HD 202206 c,HD 202206,1260.0,12.2,5689.157
HD 2039 b,HD 2039,1120.0,12.7,1999.1507
HD 204941 b,HD 204941,1733.0,10.1,73.1009
HD 12235 c,HD 12235,36336.70679,12.5,3135.69506
HD 34445 b,HD 34445,1049.0,13.9,260.6206
HD 285968 b,HD 285968,8.7836,2.83,8.4
LHS 1678 d,LHS 1678,4.9652229,0.981,0.907
KMT-2021-BLG-0240L b,KMT-2021-BLG-0240L,,9.6,66.74397
HD 45364 b,HD 45364,225.79,9.03,60.16492
KMT-2021-BLG-0320L b,KMT-2021-BLG-0320L,,6.2,31.78284
HN Lib b,HN Lib,36.116,2.2,5.46
TOI-1246 c,TOI-1246,5.904137,2.451,9.1
Kepler-78 b,Kepler-78,0.35500745,1.201,1.68
TOI-2076 c,TOI-2076,21.015327,3.694,55.0
KIC 10001893 b,KIC 10001893,0.2197,,
KIC 10001893 c,KIC 10001893,0.32528,,
KMT-2018-BLG-0748L b,KMT-2018-BLG-0748L,,9.01,60.0
KMT-2019-BLG-0842L b,KMT-2019-BLG-0842L,,3.19,10.28
81 Cet b,81 Cet,1005.57,13.1,1051.05854
18 Del b,18 Del,982.85,12.5,2926.24614
HD 47366 b,HD 47366,360.08,13.4,661.71874
2MASS J04414489+2301513 b,2MASS J04414489+2301513,,12.6,2383.6
HD 180902 b,HD 180902,510.9,13.5,535.54355
TOI-640 b,TOI-640,5.0037775,19.851,279.6904
TOI-4379 b,TOI-4379,3.25352,16.69,353.74302
HD 19615 b,HD 19615,402.0,12.6,2701.54146
HD 33142 d,HD 33142,89.9,9.32,63.56568
WASP-5 b,WASP-5,1.6284279,12.184,502.15
HAT-P-63 b,HAT-P-63,3.377728,12.543,195.14664
TOI-261.01,TOI-261,3.3639254,3.045,9.51
TOI-1451 b,TOI-1451,16.537944,2.611,15.2
KMT-2021-BLG-1689L b,KMT-2021-BLG-1689L,,7.71,46.0
iot Dra c,iot Dra,25000.0,12.2,4958.12315
OGLE-2015-BLG-0954L b,OGLE-2015-BLG-0954L,,13.1,1100.0
OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,,1.11,1.43
HD 127506 b,HD 127506,65.78395,5.67,27.33324
TOI-4504 d,TOI-4504,40.5634,13.6,450.23572
TOI-6383 A b,TOI-6383 A,1.79058695,11.29,331.0
HD 145934 b,HD 145934,2751.53433,13.4,658.54046
WTS-1 b,WTS-1,3.352057,16.7,1274.44
omi CrB b,omi CrB,187.01,13.7,355.96782
omi UMa b,omi UMa,1569.81,13.0,1160.39151
xi Aql b,xi Aql,136.97,13.4,616.90494
HD 80883 b,HD 80883,6383.78352,12.8,1748.05624
HD 219828 b,HD 219828,3.83483,4.59,19.0697
OGLE-2018-BLG-1700L b,OGLE-2018-BLG-1700L,,12.9,1400.0
OGLE-TR-111 b,OGLE-TR-111,4.0144463,11.422,174.799
PSR B0329+54 b,PSR B0329+54,10140.0,1.22,1.97
HD 144899 b,HD 144899,40.43914,4.77,20.34102
HD 168443 b,HD 168443,58.11187,12.6,2424.39509
OGLE-2017-BLG-1275L b,OGLE-2017-BLG-1275L,,12.8,1875.1876
HD 95544 b,HD 95544,2041.54152,12.8,1913.64484
HD 25912 b,HD 25912,41.83156,6.9,38.13941
HD 25912 c,HD 25912,26308.65619,12.2,5252.75008
HD 88072 b,HD 88072,18538.79293,12.6,2511.7979
MOA-2020-BLG-208L b,MOA-2020-BLG-208L,,7.71,46.0
WISEP J121756.91+162640.2 A b,WISEP J121756.91+162640.2 A,,10.468,6992.0
MOA-2009-BLG-387L b,MOA-2009-BLG-387L,1980.0,13.2,830.0
GJ 2056 b,GJ 2056,69.971,4.17,16.2
MOA-2013-BLG-605L b,MOA-2013-BLG-605L,,1.62,3.24
PSR J2322-2650 b,PSR J2322-2650,0.322964,13.9,252.64307
TAP 26 b,TAP 26,10.79,13.5,527.5978
HD 27894 b,HD 27894,18.01939,14.1,196.73578
HD 135872 b,HD 135872,2422.32597,12.8,1744.56013
HD 217958 b,HD 217958,2560.19774,14.2,166.54209
HD 168443 c,HD 168443,1753.1096,12.2,5500.33841
HD 150706 b,HD 150706,5894.0,13.3,772.32303
HD 204313 c,HD 204313,34.95875,4.31,17.16273
HD 204313 e,HD 204313,7325.64666,12.2,4868.17771
OGLE-2012-BLG-0026L c,OGLE-2012-BLG-0026L,,13.9,270.0
OGLE-2014-BLG-1760L b,OGLE-2014-BLG-1760L,,14.2,180.0
OGLE-2015-BLG-0051L b,OGLE-2015-BLG-0051L,,14.0,230.0
HD 4308 b,HD 4308,15.56,4.12,15.8915
HD 63765 b,HD 63765,358.0,14.2,168.4499
HD 163607 b,HD 163607,75.2203,13.9,249.05159
KMT-2017-BLG-1194L b,KMT-2017-BLG-1194L,,1.7,3.54
KMT-2019-BLG-1367L b,KMT-2019-BLG-1367L,,1.85,4.08
KMT-2019-BLG-1806L b,KMT-2019-BLG-1806L,,2.0,4.67
SR 12 AB c,SR 12 AB,,12.3,4131.62
KMT-2018-BLG-1292L b,KMT-2018-BLG-1292L,,12.9,1400.0
HD 148164 c,HD 148164,5062.0,12.8,1640.0028
HIP 57274 d,HIP 57274,431.7,14.2,167.4
HATS-24 b,HATS-24,1.3484978,15.637,718.2958
NN Ser c,NN Ser,5573.55,12.6,2329.6
WASP-182 b,WASP-182,3.3769848,9.528,47.03884
HD 34445 g,HD 34445,5700.0,13.6,120.6
HD 179949 b,HD 179949,3.092514,13.9,291.12
GJ 2030 c,GJ 2030,25533.11353,12.3,4069.15709
GJ 676 A d,GJ 676 A,3.60076,1.78,3.81394
HD 4917 b,HD 4917,400.5,13.5,513.29545
HD 12661 c,HD 12661,1708.0,13.4,575.884
HD 28678 b,HD 28678,380.2,13.5,490.09386
TOI-969 c,TOI-969,1700.0,12.4,3591.461
LTT 1445 A c,LTT 1445 A,3.1239035,1.147,1.54
KMT-2016-BLG-1836L b,KMT-2016-BLG-1836L,,13.3,700.0
OGLE-2014-BLG-1722L b,OGLE-2014-BLG-1722L,,8.59,55.3
51 Peg b,51 Peg,4.230785,14.3,146.2018
TOI-1776 b,TOI-1776,2.799868,1.216,1.4
TOI-1246 d,TOI-1246,18.654874,3.431,5.4
TOI-2545 b,TOI-2545,7.994037,2.75,8.0
GJ 180 d,GJ 180,106.3,2.66,7.56
HD 67087 b,HD 67087,352.2,13.1,973.0
HD 47536 b,HD 47536,712.13,12.6,2330.0
HD 80606 b,HD 80606,111.4367,11.994,1392.0954
HD 216435 b,HD 216435,1311.0,13.7,400.4
