pl_name,hostname,pl_orbper,pl_rade,pl_bmasse
HD 108341 b,HD 108341,1129.0,13.3,715.11392
TOI-132 b,TOI-132,2.1097019,3.42,22.4
Wolf 1061 d,Wolf 1061,217.21,2.69,7.7
eps CrB b,eps CrB,417.9,12.7,2129.461
tau Cet f,tau Cet,636.13,1.81,3.93
tau Cet g,tau Cet,20.0,1.18,1.75
ups And b,ups And,4.617033,14.0,218.531
UKIRT-2017-BLG-001L b,UKIRT-2017-BLG-001L,,13.7,407.0
HIP 14810 d,HIP 14810,981.8,14.1,187.5197
HD 10180 e,HD 10180,49.748,5.39,25.1
V0391 Peg b,V0391 Peg,1170.0,13.1,1017.056
HD 191806 b,HD 191806,1603.38923,12.5,2966.61035
TYC 8998-760-1 c,TYC 8998-760-1,,12.33,1906.98
MOA-2010-BLG-328L b,MOA-2010-BLG-328L,,2.99,9.2
GJ 536 b,GJ 536,8.7076,2.17,5.36
HD 102956 b,HD 102956,6.4947,13.8,305.1168
TYC 3667-1280-1 b,TYC 3667-1280-1,26.468,12.8,1716.282
GJ 3293 b,GJ 3293,30.5987,5.19,23.54
ups And c,ups And,241.258,12.3,4443.24113
OGLE-2018-BLG-0567L b,OGLE-2018-BLG-0567L,,12.3,101.70509
HD 96127 b,HD 96127,647.29999,12.1,6661.7168
HD 34445 e,HD 34445,49.175,4.26,16.8
HD 240237 b,HD 240237,745.70001,12.2,5050.3187
HIP 65891 b,HIP 65891,1079.55726,12.8,1871.37366
HD 5319 c,HD 5319,872.2,13.8,334.67499
HD 11505 b,HD 11505,32669.22247,12.6,2510.52659
HD 103891 b,HD 103891,1919.0,13.2,918.5241
HD 13931 b,HD 13931,4218.0,13.2,889.91954
HD 62549 b,HD 62549,14306.88519,12.6,2707.5802
HD 214823 b,HD 214823,1854.84424,12.1,5914.78665
HD 68402 b,HD 68402,1103.0,12.6,2510.84442
HD 69123 b,HD 69123,1193.3,13.1,982.08978
CoRoT-17 b,CoRoT-17,3.7681,11.43,772.29
GJ 9689 b,GJ 9689,18.27,3.07,9.65
HIP 14810 b,HIP 14810,6.673892,13.0,1239.537
HIP 35965 b,HIP 35965,26125.56497,12.6,2589.98369
HD 126614 b,HD 126614,1257.25303,12.7,107.74383
HD 194490 b,HD 194490,13092.18348,12.4,3561.90296
HD 154345 b,HD 154345,3341.55884,13.7,378.2158
HD 7449 b,HD 7449,1270.55195,12.6,2597.9294
HD 80869 b,HD 80869,1752.92067,12.8,1609.80088
HIP 55507 b,HIP 55507,5138.43727,12.6,2585.53409
GJ 849 c,GJ 849,5990.0,13.8,314.65012
HD 219077 b,HD 219077,5478.68861,12.5,3057.50928
HD 26161 b,HD 26161,10942.29013,11.9,9045.39646
OGLE-2015-BLG-1670L b,OGLE-2015-BLG-1670L,,4.42,17.9
HD 233604 b,HD 233604,192.0,12.7,2089.644
HD 40307 c,HD 40307,9.6184,2.46,6.6
HD 13189 b,HD 13189,471.60001,12.4,3480.2385
MOA-2010-BLG-117L b,MOA-2010-BLG-117L,,14.2,170.0
WASP-185 b,WASP-185,9.38755,14.011,311.4734
YZ Cet d,YZ Cet,4.65626,1.03,1.09
HD 192263 b,HD 192263,24.3556,14.2,177.9848
HD 23079 b,HD 23079,730.59998,13.2,829.5363
HD 96167 b,HD 96167,498.04,14.0,227.88411
HD 85390 b,HD 85390,799.52,6.16,31.46517
PSR B1257+12 b,PSR B1257+12,25.262,0.338,0.02
MOA-2016-BLG-227L b,MOA-2016-BLG-227L,,13.2,890.0
HD 39194 b,HD 39194,5.6368,1.83,4.0
HD 95089 c,HD 95089,1785.0,13.1,1096.5135
HD 35759 b,HD 35759,82.467,13.0,1195.0408
bet UMi b,bet UMi,522.3,12.7,1938.7
HD 142245 b,HD 142245,1299.0,13.1,975.7381
HD 457 b,HD 457,20324.58153,11.9,8445.33643
HD 158038 b,HD 158038,521.0,13.5,486.2799
GJ 251 b,GJ 251,14.238,1.83,4.0
Kepler-235 e,Kepler-235,46.183669,2.22,5.56
Kepler-296 b,Kepler-296,10.864384,1.61,3.22
Kepler-138 e,Kepler-138,38.23,0.797,0.43
HD 113996 b,HD 113996,610.2,12.7,2002.329
GJ 433 c,GJ 433,5094.105,6.27,32.422
CoRoT-31 b,CoRoT-31,4.62941,16.365,266.9772
HD 40307 g,HD 40307,197.8,2.56,7.1
HD 70573 b,HD 70573,851.8,12.8,1900.0
HD 154857 c,HD 154857,3452.0,13.2,819.97
HD 11112 b,HD 11112,17244.90764,12.6,2598.56506
HD 149806 b,HD 149806,16521.52778,12.3,4003.68444
HD 98649 b,HD 98649,5697.3043,12.6,2665.30902
HD 224538 b,HD 224538,1202.05199,12.7,2075.73733
HD 55696 b,HD 55696,1827.0,12.9,1357.1273
HD 72659 b,HD 72659,3549.39854,13.2,949.67128
HD 27631 b,HD 27631,2198.14,13.5,495.81231
HD 97037 b,HD 97037,6449.08337,12.1,6707.76853
HD 89307 b,HD 89307,2166.0,13.4,642.01338
Kepler-1092 b,Kepler-1092,58.6017925,2.07,4.94
Kepler-114 d,Kepler-114,11.776,2.53,3.9
HD 213472 b,HD 213472,17000.0,13.1,1112.39942
HD 86065 b,HD 86065,25775.78859,12.5,2877.30057
HD 86264 b,HD 86264,1488.79123,12.5,3117.26102
HD 8673 b,HD 8673,1644.69097,12.3,4210.59074
HD 45652 b,HD 45652,44.073,14.3,137.62039
Kepler-1135 b,Kepler-1135,76.957857,1.85,4.08
Kepler-1086 b,Kepler-1086,18.78425728,2.44,6.53
Kepler-1679 b,Kepler-1679,9.75376,2.069,4.93
Kepler-1295 b,Kepler-1295,3.81371974,1.55,3.02
CoRoT-23 b,CoRoT-23,3.6313,11.77,889.9
Kepler-1885 b,Kepler-1885,2.52255988,1.511,2.89
Kepler-1387 b,Kepler-1387,2.27952666,0.93,0.749
Kepler-1987 b,Kepler-1987,2.345863,1.23,2.04
Kepler-316 b,Kepler-316,2.240508,1.06,1.2
Kepler-763 d,Kepler-763,6.50327035,1.67,3.43
Kepler-926 b,Kepler-926,52.0688601,2.31,5.95
Kepler-937 b,Kepler-937,67.668827,3.72,13.4
Kepler-1106 b,Kepler-1106,1.25275217,1.65,3.36
HD 96992 b,HD 96992,514.0,13.7,362.3262
HIP 107772 b,HIP 107772,55.199,3.64,12.9
HD 9446 c,HD 9446,192.9,13.4,578.426
Kepler-1208 b,Kepler-1208,11.08507637,2.32,5.99
HD 164595 b,HD 164595,40.0,4.16,16.14
HD 220074 b,HD 220074,672.09998,12.2,5288.6912
Kepler-778 b,Kepler-778,3.75574426,1.68,3.46
Kepler-1751 b,Kepler-1751,7.01731014,1.824,3.98
Kepler-939 b,Kepler-939,14.878296,1.75,3.71
Kepler-918 b,Kepler-918,4.85386933,1.74,3.68
Kepler-943 b,Kepler-943,49.7701438,5.93,29.5
Kepler-1034 b,Kepler-1034,12.12400943,2.26,5.73
HD 92788 c,HD 92788,11611.2975,13.0,1166.4361
KMT-2021-BLG-0119L b,KMT-2021-BLG-0119L,,12.8,1754.41281
KMT-2021-BLG-0192L b,KMT-2021-BLG-0192L,,6.56,34.96112
KMT-2021-BLG-2294L b,KMT-2021-BLG-2294L,,5.02,22.24799
Kepler-327 c,Kepler-327,5.212333,1.03,20.3
Kepler-495 c,Kepler-495,5.89660978,1.219,1.98
Kepler-138 d,Kepler-138,23.0923,1.51,2.1
Kepler-38 b,Kepler-38,105.599,4.3,122.0
Kepler-836 b,Kepler-836,11.36112327,2.73,7.9
Kepler-1747 b,Kepler-1747,6.23031998,4.265,16.8
Kepler-963 c,Kepler-963,0.919783,0.6,0.156
HD 187085 b,HD 187085,1019.74,13.9,265.70588
Gl 49 b,Gl 49,13.8508,2.24,5.63
OGLE-2007-BLG-368L b,OGLE-2007-BLG-368L,,4.72,20.0
KMT-2017-BLG-1038L b,KMT-2017-BLG-1038L,,13.4,640.0
KOI-55 b,KOI-55,0.240104,0.759,0.44
OGLE-2006-BLG-109L b,OGLE-2006-BLG-109L,1788.5,14.0,231.0
OGLE-2012-BLG-0838L b,OGLE-2012-BLG-0838L,,8.39,53.1
KMT-2016-BLG-1820L b,KMT-2016-BLG-1820L,,12.9,1450.0
HD 106515 A b,HD 106515 A,3586.86089,12.5,3025.09078
Kepler-1410 b,Kepler-1410,60.866168,1.78,3.82
Kepler-1902 b,Kepler-1902,3.82222009,1.176,1.74
Kepler-575 b,Kepler-575,9.37891944,2.39,6.3
Kepler-812 b,Kepler-812,10.11716531,3.55,12.3
Kepler-26 c,Kepler-26,17.2559,2.72,6.2
Kepler-1057 b,Kepler-1057,14.08827448,3.36,11.2
Kepler-1781 b,Kepler-1781,4.88752985,2.381,6.26
HD 137388 b,HD 137388,330.0,9.32,63.566
HATS-50 b,HATS-50,3.8297015,12.666,123.9537
HD 30177 b,HD 30177,2514.53422,12.6,2670.7121
OGLE-2017-BLG-1049L b,OGLE-2017-BLG-1049L,,12.8,1760.0
TYC 3318-01333-1 b,TYC 3318-01333-1,562.0,13.1,1086.9786
Kepler-1893 b,Kepler-1893,4.17936993,1.706,3.55
Kepler-1430 b,Kepler-1430,2.46050993,1.18,1.76
Kepler-1574 b,Kepler-1574,6.9424334,1.29,2.21
Kepler-1611 b,Kepler-1611,5.1762429,0.81,0.457
HD 76700 b,HD 76700,3.97097,9.6,66.7443
Kepler-1165 b,Kepler-1165,9.478522,1.55,3.02
Kepler-1944 b,Kepler-1944,9.84257984,2.76,8.05
Kepler-1948 b,Kepler-1948,15.57129955,1.033,1.09
Kepler-235 b,Kepler-235,3.340222,2.23,5.6
KMT-2016-BLG-0212L b,KMT-2016-BLG-0212L,,12.2,5700.0
Kepler-1045 b,Kepler-1045,26.41045478,2.69,7.7
Kepler-1779 b,Kepler-1779,16.34359932,3.033,9.44
Kepler-1822 b,Kepler-1822,22.13339996,2.648,7.5
Kepler-1831 b,Kepler-1831,5.78387022,1.97,4.54
GJ 163 d,GJ 163,603.95116,5.92,29.4
11 Com b,11 Com,323.21,12.2,4914.89849
HD 4732 b,HD 4732,371.74,13.4,631.20722
Gl 378 b,Gl 378,3.822,3.66,13.02
BD+48 740 b,BD+48 740,733.0,13.5,540.311
Kepler-120 c,Kepler-120,12.794585,1.53,2.96
KELT-10 b,KELT-10,4.1662739,15.681,215.80657
Qatar-6 b,Qatar-6,3.506195,11.904,212.31044
GJ 1289 b,GJ 1289,111.74,2.38,6.27
Kepler-1968 b,Kepler-1968,7.2810998,1.5,2.86
Kepler-1469 b,Kepler-1469,21.8635301,2.8,8.25
Kepler-296 f,Kepler-296,63.33627,1.8,3.89
Kepler-800 b,Kepler-800,14.13176026,2.85,8.5
Kepler-61 b,Kepler-61,59.87756,2.15,5.27
Kepler-878 b,Kepler-878,25.9422033,1.93,4.38
Kepler-863 b,Kepler-863,15.59461874,2.9,8.75
Kepler-979 b,Kepler-979,8.0880135,2.72,7.85
Kepler-497 b,Kepler-497,3.57320367,6.04,30.4
Kepler-981 b,Kepler-981,4.46975774,2.31,5.95
Kepler-1799 b,Kepler-1799,11.9296999,4.128,15.9
Kepler-1257 b,Kepler-1257,2.66831376,1.52,2.92
CHXR 73 b,CHXR 73,,12.3,3994.486
HD 155193 b,HD 155193,352.65,14.0,238.37131
HD 164922 b,HD 164922,1207.0,13.3,116.0
Kepler-1021 b,Kepler-1021,13.47469571,2.33,6.04
Kepler-1006 b,Kepler-1006,19.76172042,1.54,2.99
Kepler-1778 b,Kepler-1778,10.08740044,3.017,9.36
Kepler-1919 b,Kepler-1919,37.88660049,2.624,7.38
Kepler-920 c,Kepler-920,100.8274113,3.8,13.8
Kepler-1508 b,Kepler-1508,20.7056504,1.33,2.33
Kepler-1754 b,Kepler-1754,8.19594955,2.44,6.53
Kepler-1753 b,Kepler-1753,16.00460052,2.227,5.59
Kepler-1140 b,Kepler-1140,24.0862707,2.77,8.1
Kepler-1143 b,Kepler-1143,2.88890485,1.67,3.43
Kepler-1144 b,Kepler-1144,17.14647302,1.99,4.62
Kepler-1808 b,Kepler-1808,23.3404007,3.025,9.4
HD 177565 b,HD 177565,44.505,4.0,15.1
HATS-37 A b,HATS-37 A,4.3315366,6.793,31.46517
HD 107148 c,HD 107148,18.3267,4.7,19.89606
Kepler-1614 b,Kepler-1614,3.9466141,1.49,2.83
Kepler-1462 b,Kepler-1462,65.6488341,3.82,14.0
Kepler-1467 b,Kepler-1467,47.0569043,3.3,10.9
Kepler-994 b,Kepler-994,1.15116651,1.6,3.19
HD 5891 b,HD 5891,177.11,12.6,2425.0429
HD 109749 b,HD 109749,5.239891,11.1,85.8141
HD 88133 b,HD 88133,3.414884,13.8,324.1866
Kepler-1262 b,Kepler-1262,8.67900242,1.82,3.97
Kepler-1850 b,Kepler-1850,1.3858,0.729,0.313
Kepler-1687 b,Kepler-1687,5.77954,1.656,3.38
Kepler-1290 b,Kepler-1290,4.69500134,1.42,2.6
HD 159868 c,HD 159868,351.0,14.0,244.09344
HD 197037 b,HD 197037,1035.7,13.9,251.0
HD 211970 b,HD 211970,25.201,3.66,13.0
HD 285507 b,HD 285507,6.0881,13.8,311.4734
KMT-2016-BLG-1397L b,KMT-2016-BLG-1397L,,12.7,2200.0
Kepler-1640 b,Kepler-1640,7.5844126,4.82,20.7
Kepler-83 d,Kepler-83,5.169796,1.94,24.6
Kepler-477 b,Kepler-477,11.11990653,2.07,4.94
Kepler-1735 b,Kepler-1735,7.71792984,1.194,1.84
Kepler-462 b,Kepler-462,84.6866,3.0,53.9
Kepler-1798 b,Kepler-1798,16.85589981,2.309,5.94
Kepler-2001 b,Kepler-2001,1.090011,1.04,1.12
Kepler-1669 b,Kepler-1669,9.51216,2.78,8.15
Kepler-529 c,Kepler-529,12.8345022,2.0,4.66
Kepler-1682 b,Kepler-1682,14.8334,2.889,8.7
Kepler-1155 b,Kepler-1155,33.469743,2.03,4.78
Kepler-1813 b,Kepler-1813,2.81816006,1.413,2.58
Kepler-1307 b,Kepler-1307,18.01621096,2.47,6.66
Kepler-1319 b,Kepler-1319,2.88676264,1.34,2.36
OGLE-2013-BLG-1721L b,OGLE-2013-BLG-1721L,,14.1,200.0
GJ 1061 d,GJ 1061,13.031,1.16,1.64
HD 43197 b,HD 43197,308.92072,14.2,175.75911
HD 72892 b,HD 72892,39.44603,12.8,1737.88573
HD 74156 b,HD 74156,51.63564,13.5,532.36258
Kepler-749 b,Kepler-749,17.31716585,3.1,9.8
Kepler-412 b,Kepler-412,1.7208604,15.031,299.07803
Kepler-1734 b,Kepler-1734,6.7968502,3.089,9.74
Kepler-1203 b,Kepler-1203,0.58800076,1.06,1.2
Kepler-1828 b,Kepler-1828,10.2737999,2.116,5.13
Kepler-1214 b,Kepler-1214,18.82634264,2.36,6.17
Kepler-1252 b,Kepler-1252,15.0540329,1.67,3.43
Kepler-83 b,Kepler-83,9.77,2.83,42.1
Kepler-612 b,Kepler-612,3.72215641,2.84,8.45
Kepler-1170 b,Kepler-1170,9.98969327,2.41,6.39
Kepler-378 b,Kepler-378,16.092361,0.75,0.347
Kepler-1075 b,Kepler-1075,1.52372816,1.42,2.6
Kepler-1873 b,Kepler-1873,0.558842,1.626,3.28
Kepler-1337 b,Kepler-1337,24.4002549,2.41,6.39
Kepler-1343 b,Kepler-1343,3.35183158,1.93,4.38
HD 192310 c,HD 192310,525.8,5.25,24.0
HD 60532 c,HD 60532,600.1,13.3,797.7533
MOA-bin-1L b,MOA-bin-1L,,13.0,1200.0
HD 104985 b,HD 104985,199.68,12.8,1766.80811
24 Boo b,24 Boo,30.33,13.9,280.64248
HD 145457 b,HD 145457,176.13,13.2,888.01257
alf Ari b,alf Ari,380.8,13.4,572.07
Kepler-1858 b,Kepler-1858,88.07160187,2.422,6.44
Kepler-1284 b,Kepler-1284,0.66407381,1.21,1.92
Kepler-1291 b,Kepler-1291,8.63043276,1.66,3.39
Kepler-562 b,Kepler-562,18.00931444,5.21,23.7
Kepler-742 b,Kepler-742,8.36086824,3.24,10.6
Kepler-452 b,Kepler-452,384.843,1.63,3.29
Kepler-2000 b,Kepler-2000,6.38315913,2.73,7.9
Kepler-1181 b,Kepler-1181,4.89337519,1.57,3.09
Kepler-1182 b,Kepler-1182,11.17394617,2.41,6.39
Kepler-1077 b,Kepler-1077,34.3511874,2.77,8.1
Kepler-1079 b,Kepler-1079,13.24503188,1.63,3.29
HD 171028 b,HD 171028,550.0,13.2,832.7146
GJ 3942 b,GJ 3942,6.905,2.57,7.14
KIC 10001893 d,KIC 10001893,0.81161,,
OGLE-2013-BLG-0102L b,OGLE-2013-BLG-0102L,,12.3,4100.0
ups And d,ups And,1276.46,12.5,3257.74117
CoRoT-22 b,CoRoT-22,9.75598,4.88,12.2
TOI-139 b,TOI-139,11.07085,2.457,6.6
TOI-1221 b,TOI-1221,91.68278,2.91,1112.39942
1RXS J160929.1-210524 b,1RXS J160929.1-210524,,18.647,3000.0
Kepler-1320 b,Kepler-1320,0.86838653,1.7,3.53
Kepler-236 b,Kepler-236,8.295611,1.57,3.09
Kepler-1724 b,Kepler-1724,6.45442009,2.837,8.43
Kepler-74 b,Kepler-74,7.340711,10.76,200.22
Kepler-677 b,Kepler-677,6.57531678,5.38,25.0
Kepler-231 c,Kepler-231,19.271566,1.93,24.1
MOA-2010-BLG-477L b,MOA-2010-BLG-477L,,13.6,480.0
HD 216520 b,HD 216520,35.45,3.18,10.26
HD 158996 b,HD 158996,820.2,12.3,4449.62
HD 116029 c,HD 116029,907.0,13.7,403.6441
GJ 3323 b,GJ 3323,5.3636,1.23,2.02
Kepler-1660 AB b,Kepler-1660 A,239.5044,12.9,1586.59941
Kepler-865 b,Kepler-865,14.16399294,2.49,6.76
OGLE-2008-BLG-355L b,OGLE-2008-BLG-355L,,12.9,1500.0
Kepler-55 b,Kepler-55,27.9481449,2.43,43.0
Kepler-108 b,Kepler-108,49.183921,8.65,56.0
MOA-2013-BLG-220L b,MOA-2013-BLG-220L,,13.2,871.0
USco1556 b,USco1556 A,,12.3,4767.45
BD+55 362 b,BD+55 362,265.59,14.0,228.83645
HD 18742 b,HD 18742,766.0,13.1,1080.622
HD 33564 b,HD 33564,388.0,12.5,2892.1
HD 190360 b,HD 190360,2854.0,13.4,572.09113
HD 34445 f,HD 34445,676.8,6.88,37.9
HD 1461 b,HD 1461,5.77152,2.42,6.44
CoRoT-4 b,CoRoT-4,9.20205,13.34,228.83
HD 202696 c,HD 202696,946.6,,592.43512
HD 20003 c,HD 20003,33.9239,3.89,14.44
HD 167042 b,HD 167042,417.67,13.6,444.00628
HD 180314 b,HD 180314,394.73,12.0,7216.92964
Wolf 327 b,Wolf 327,0.5734745,1.24,2.53
HD 126525 b,HD 126525,960.41,10.3,75.32571
HD 6718 b,HD 6718,2496.0,13.5,533.9544
OGLE-TR-132 b,OGLE-TR-132,1.689868,13.45,375.02
Kepler-1497 b,Kepler-1497,8.74199772,1.66,3.39
Kepler-1502 b,Kepler-1502,41.7083629,3.18,10.2
HIP 57274 b,HIP 57274,8.1352,2.4,6.3566
MOA-2009-BLG-266L b,MOA-2009-BLG-266L,2800.0,3.21,10.4
OGLE-2018-BLG-1011L b,OGLE-2018-BLG-1011L,,13.5,570.0
HD 221416 b,HD 221416,14.2767,9.17,60.5
HIP 54373 c,HIP 54373,15.144,3.57,12.44
HD 79181 b,HD 79181,273.1,14.1,203.41018
HD 161178 b,HD 161178,279.3,14.1,181.16219
OGLE-2018-BLG-1428L b,OGLE-2018-BLG-1428L,,14.0,240.0
Kepler-120 b,Kepler-120,6.312501,2.15,8.5
OGLE-2015-BLG-1649L b,OGLE-2015-BLG-1649L,,13.2,807.0
HD 68988 c,HD 68988,16000.0,12.3,4767.4261
HD 24085 b,HD 24085,2.0455,3.46,11.8
HATS-1 b,HATS-1,3.446459,14.594,589.55
HD 99492 c,HD 99492,95.233,4.42,17.9
nu Oph b,nu Oph,529.93,12.0,7057.73298
HD 4732 c,HD 4732,3184.2,13.1,1069.49259
OGLE-2012-BLG-0026L b,OGLE-2012-BLG-0026L,,7.72,46.1
OGLE-2014-BLG-0676L b,OGLE-2014-BLG-0676L,,13.0,1169.60854
KMT-2017-BLG-1003L b,KMT-2017-BLG-1003L,,2.13,5.19
KMT-2021-BLG-0748L b,KMT-2021-BLG-0748L,,14.3,143.02278
KMT-2019-BLG-2974L b,KMT-2019-BLG-2974L,,11.4,88.99195
GJ 1148 b,GJ 1148,41.38,11.9,96.7
HD 187123 b,HD 187123,3.0965828,14.2,166.218
HD 216536 b,HD 216536,148.60001,13.8,333.7215
PSR B1620-26 b,PSR B1620-26,,13.3,794.575
TYC 0434-04538-1 b,TYC 0434-04538-1,193.2,12.7,1938.763
Wolf 1061 b,Wolf 1061,4.8869,1.21,1.91
USco CTIO 108 b,USco CTIO 108,,12.3,4449.62
PSR J1719-1438 b,PSR J1719-1438,0.09070629,,382.8
BD-08 2823 c,BD-08 2823,237.6,12.5,104.0
GJ 422 b,GJ 422,20.129,3.33,11.07
HD 82943 c,HD 82943,220.078,13.4,622.603
HU Aqr AB b,HU Aqr,2390.0,12.8,1875.197
HD 102329 c,HD 102329,1123.0,13.5,483.1016
HD 99706 b,HD 99706,841.0,13.7,390.9309
HIP 4845 b,HIP 4845,34.15,3.89,14.4
GJ 685 b,GJ 685,24.16,2.95,9.0
HD 202696 b,HD 202696,517.8,,634.38868
HD 106906 b,HD 106906,,12.4,3496.0
OGLE-2012-BLG-0358L b,OGLE-2012-BLG-0358L,,13.4,588.0
POTS-1 b,POTS-1,3.1606296,10.548,734.16
HD 121504 b,HD 121504,63.33,13.6,479.9233
OGLE-2017-BLG-0482L b,OGLE-2017-BLG-0482L,,2.95,9.0
GJ 3779 b,GJ 3779,3.0232,2.75,8.0
HIP 78530 b,HIP 78530,,12.0,7300.0
CoRoT-29 b,CoRoT-29,2.85057,10.088,270.1555
MOA-2010-BLG-353L b,MOA-2010-BLG-353L,,11.1,86.0
UZ For b,UZ For,5840.0,,2002.2
HD 10442 b,HD 10442,1032.3,13.6,472.61321
HD 128311 c,HD 128311,921.538,13.0,1204.25787
tau Cet h,tau Cet,49.41,1.19,1.83
HD 175541 b,HD 175541,298.43,14.1,190.06234
11 UMi b,11 UMi,516.21997,12.3,4684.8142
HD 45184 b,HD 45184,5.8854,3.52,12.19
DMPP-1 b,DMPP-1,18.57,5.29,24.27
GJ 180 b,GJ 180,17.133,2.43,6.49
GJ 3293 e,GJ 3293,13.2543,1.63,3.28
GJ 163 b,GJ 163,8.63182,3.25,10.6
HD 141399 d,HD 141399,1069.8,13.7,375.0394
HD 93083 b,HD 93083,143.58,13.4,117.59
HD 159243 c,HD 159243,248.4,13.4,603.9
HD 152581 b,HD 152581,686.5,13.4,594.02427
HD 102117 b,HD 102117,20.8133,8.47,54.0311
HD 195019 b,HD 195019,18.20132,13.0,1264.9634
OGLE-TR-10 b,OGLE-TR-10,3.101278,14.011,197.046
OGLE-2014-BLG-1722L c,OGLE-2014-BLG-1722L,,11.0,83.7
HD 208487 b,HD 208487,130.08,14.2,165.265
iot Dra b,iot Dra,510.8544,12.4,3756.73177
HD 40307 f,HD 40307,51.76,2.13,5.2
HD 45184 c,HD 45184,13.1354,2.91,8.81
OGLE-TR-182 b,OGLE-TR-182,3.9791,12.666,320.995
HD 45364 c,HD 45364,345.43,14.2,174.4878
HIP 75092 b,HIP 75092,926.4,13.5,568.91285
HIP 114933 b,HIP 114933,1481.6,13.4,616.58711
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,8040000.0,20.849,2479.06157
TOI-1442 b,TOI-1442,0.4090677,1.17,1.71
HD 106252 b,HD 106252,1531.0,12.5,3178.28407
HD 109286 b,HD 109286,520.1,13.2,950.30694
KMT-2018-BLG-1976L b,KMT-2018-BLG-1976L,,13.3,705.57906
KMT-2018-BLG-1996L b,KMT-2018-BLG-1996L,,13.7,346.43296
OGLE-2019-BLG-0954L b,OGLE-2019-BLG-0954L,,12.3,4513.16338
KMT-2019-BLG-0371L b,KMT-2019-BLG-0371L,,12.6,2447.27873
HD 24040 b,HD 24040,3668.0,13.0,1226.8238
HD 3765 b,HD 3765,1211.0,8.56,54.98431
KMT-2018-BLG-1025L b,KMT-2018-BLG-1025L,,2.34,6.059
HD 39194 d,HD 39194,33.91,1.83,4.0
HD 25723 b,HD 25723,457.01,13.3,794.57102
CD Cet b,CD Cet,2.2907,1.82,3.95
OGLE-2018-BLG-1185L b,OGLE-2018-BLG-1185L,,2.83,8.4
TCP J05074264+2447555 b,TCP J05074264+2447555,,4.72,20.0
17 Sco b,17 Sco,578.38,12.9,1373.01872
HD 39194 c,HD 39194,14.03,2.39,6.3
HD 96700 d,HD 96700,103.5,3.61,12.7
OGLE-2007-BLG-349L AB c,OGLE-2007-BLG-349L A,2557.0,10.7,80.0
HD 189567 c,HD 189567,33.688,2.54,7.0
HD 93385 b,HD 93385,7.3426,1.88,4.2
HD 93385 c,HD 93385,13.18,2.56,7.1
HD 96700 b,HD 96700,8.1245,2.93,8.9
HD 93385 d,HD 93385,45.85,2.89,8.7
HD 154088 b,HD 154088,18.56,2.46,6.6
HD 156668 b,HD 156668,4.6455,1.87,4.15
V830 Tau b,V830 Tau,4.927,14.0,222.481
HD 164922 c,HD 164922,75.74,3.66,13.0
HD 164922 d,HD 164922,12.458,1.83,4.0
BD-11 4672 c,BD-11 4672,74.2,4.04,15.37
HD 331093 b,HD 331093,621.62,13.6,476.74261
KIC 8121913 b,KIC 8121913,3.294601,13.4,667.43965
HD 168009 b,HD 168009,15.1479,3.05,9.53485
HD 360 b,HD 360,273.1,14.0,238.37131
HD 22496 b,HD 22496,5.09071,2.22,5.57
HD 211403 b,HD 211403,223.8,12.8,1760.76937
HD 29021 b,HD 29021,1362.3,12.9,1420.69298
HD 18438 b,HD 18438,803.0,12.1,6674.39655
HD 203030 b,HD 203030,,14.46,3496.11248
GJ 3512 b,GJ 3512,203.69,14.3,146.20107
GJ 480 b,GJ 480,9.567,3.69,13.2
Kepler-1926 b,Kepler-1926,42.87770081,2.315,5.97
Kepler-1624 b,Kepler-1624,3.29030452,5.7,27.6
Kepler-709 b,Kepler-709,16.08524954,2.92,8.85
Kepler-713 b,Kepler-713,7.411141,2.48,6.71
HD 27969 b,HD 27969,654.5,12.9,1525.57635
GJ 740 b,GJ 740,2.37756,1.53,2.96
HD 136925 b,HD 136925,4540.0,13.9,266.97586
HD 95735 c,GJ 411,2946.0,3.76,13.6
Kepler-1534 b,Kepler-1534,5.71668872,1.89,4.23
Kepler-1185 b,Kepler-1185,104.3518976,1.33,2.33
Kepler-163 c,Kepler-163,21.347262,2.26,5.73
Kepler-567 b,Kepler-567,16.54297375,2.25,5.69
Kepler-675 b,Kepler-675,2.33743801,2.44,6.53
Kepler-1849 b,Kepler-1849,57.29290009,2.387,6.29
Kepler-1306 b,Kepler-1306,16.29595382,1.91,4.31
Kepler-232 b,Kepler-232,4.431222,3.08,9.69
OGLE-2017-BLG-0406L b,OGLE-2017-BLG-0406L,,14.2,130.0
TOI-1634 c,TOI-1634,103.0,,
TIC 139270665 b,TIC 139270665,23.624,7.23,147.15455
TOI-1634 b,TOI-1634,0.9893455,1.773,7.57
HIP 67522 b,HIP 67522,6.9594731,9.987,71.4
Kepler-1690 b,Kepler-1690,234.636,2.811,8.3
Kepler-1367 b,Kepler-1367,1.57409027,0.92,0.721
Kepler-1369 b,Kepler-1369,25.873148,2.69,7.7
Kepler-350 d,Kepler-350,26.136,2.8,14.9
gam Psc b,gam Psc,555.1,13.6,425.89007
HIP 34222 b,HIP 34222,159.986,13.9,263.79758
BD+60 1417 b,BD+60 1417,,14.684,4767.4261
ups Leo b,ups Leo,385.2,14.2,162.09249
MOA-2019-BLG-008L b,MOA-2019-BLG-008L,,12.2,5720.91133
HD 99283 b,HD 99283,310.4,13.8,308.29355
